SESSION,hyena_count,lion_count,note_quality,food_present,session_error_notes,notes,entry_complete,who_checked,date_checked,entered_by,entry_date,who_starts_with_food,who_ends_with_food,do_hyenas_eat,no_intx_yes_no
s5891.1,5,4,3,FALSE,,lionesses are so 100m - KS at start of sessions; the other hyenas arr - NW shortly after and neither the hyenas nor the lionesses make any app twd each other; at the end of the session the hyenas lv - SW possibly twd hatch D,TRUE,,,KJV,13-May-14,,,,TRUE
s5974,28,10,1,TRUE,TREX should be in IDs present,"No Cis taken - video on 'Serena videos-3, 2011' entry and folder#8. Carc = juv hippo. Hyenas fat & bloody but impossible to tell if hyenas made the kill or not.  Intx taken from long descriptive NOTE.",TRUE,TMM,13-Jun-14,KJV,14-May-14,lions,lions,no,FALSE
s6216,9,1,3,FALSE,LGO should be in IDs present,lioness is seen 500m N - RBC and never comes any closer to the hyenas (lioness could be juvenile and there could be others nearby oos in the bushes),TRUE,TMM,13-Jun-14,KJV,14-May-14,,,,TRUE
s6220,11,11,3,TRUE,location should be 'c',"KRST is noted st chew scrap at the start of the session, no other mention of a carcass or scraps elsewhere in the session",TRUE,TMM,13-Jun-14,KJV,14-May-14,,,scraps,FALSE
s6325,23,3,3,FALSE,AWP and RBC should be in hyenas present,First lion intx at 0659 not actually at den (300m S - D). Lions arrive at den at 0701.,TRUE,,,TMM,27-Aug-14,,,,FALSE
s6326,6,3,1,FALSE,,lions so 300m from - D and do not try to app further in the rest of the session,TRUE,,,KJV,14-May-14,,,,FALSE
s6395,2,2,3,FALSE,,hyenas st/lk 600m - lions; 1 lion so 80m from the 2nd lion; they never try to app each other,TRUE,,,KJV,14-May-14,,,,TRUE
s642,15,4,2,TRUE,"AO,EUC,KOI,PGLG,SNAP,SPRN should be in unID hyenas (they have question marks)",fresh hartebeest kill with the hind quarters left and much of the front cavity gone - none of the hyenas are very bloody; lions never seen interacting with hyenas or with the carcass; hyenas fight with each other over food,TRUE,TMM,27-Aug-14,KJV,14-May-14,,hyenas,feed,TRUE
s644,6,4,1,FALSE,"end time should be 18:39, SILK should be in IDs present",incomplete CIs due to tall grass; no distances given and lions and hyenas never app each other,TRUE,,,KJV,14-May-14,,,,TRUE
s648,14,4,1,TRUE,"KOI and SNAP should be in unID hyenas, location should be 'k'",incomplete CIs due to tall grass and # of animals present; carcass appears to be leftovers of hartebeest from night before with likely the same lions guarding it; hyenas do not come closer than 35m to carcass/lions; lions so near carcass,TRUE,,,KJV,14-May-14,lions,lions,no,TRUE
s6975,1,3,3,FALSE,,lionesses present at start of session; TROT wlk arr - N 6 mins after start of session and lv lope - SE at the end of session (4 mins later),TRUE,,,KJV,14-May-14,,,,TRUE
s7096,4,1,1,FALSE,"end time should be 9:33, sex of lion should be F",GLG and ELE mating in this session; incomplete CIs due to distance; lioness first seen wan 30m - GLG; 2 minutes later GLG lv lope oos bushes and the lioness is so,TRUE,,,KJV,14-May-14,,,,TRUE
s7390,7,2,3,FALSE,,lions are seen st/lk 400m S - D but they never app any closer and the hyenas do not seem to notice them based on the session notes; unIDfemlae in session is noted limping with a bloody leg,TRUE,,,KJV,14-May-14,,,,TRUE
s7393,1,1,2,FALSE,,incomplete CIs due to tall grasses; lioness st/lk 250m - OJY? At start of session; they never app each other and OJY? Lv lope - S 7 minutes after start of session,TRUE,,,KJV,14-May-14,,,,TRUE
s7508,12,5,1,TRUE,,"Incomplete Cis due to long grass.  Fresh impala kill - at start of session, only bones and a leg left.",TRUE,,,TMM,27-Aug-14,lions,hyenas,scraps,FALSE
s7512,14,5,1,TRUE,,Incomplete Cis due to long grass. Fresh topi kill with bones and a small amount of meat left.  One hyena bloody but observers are unsure who made the kill.,TRUE,,,TMM,27-Aug-14,lions,lions,no,FALSE
s7790,9,1,1,TRUE,end 7:26; 5 unids,hippo carcass - lion so next to; hyenas 200m from carcass; hyenas constantly looking in direction of carcass and lion,TRUE,TMM,03-Jan-18,JGJ,10-Nov-17,lions,lions,no,TRUE
s8657,1,2,1,FALSE,,lions are walking 25m from den and get about 15m at some point; unidhyena lv wlk 150m - D,TRUE,,,JGJ,10-Nov-17,,,,TRUE
s896,1,2,3,FALSE,,lions and SPRN never app each other they only seem to be in the same area at the same time; SPRN is wlking most of the session and is so at the end,TRUE,,,KJV,14-May-14,,,,TRUE
s953,5,3,2,TRUE,,carcass unknown; hyenas arr and lions move back onto kill spooling all the hyenas into tall grass; hyenas remain at a distance of 150m or more from carcass the rest of the session,TRUE,,,KJV,14-May-14,lions,lions,no,TRUE
s986,2,1,3,FALSE,,lion seen 300m W - OJY; lion spotted while the observer was flwing the hyenas and is not in any other part of the session,TRUE,,,KJV,14-May-14,,,,TRUE
t100053-ft,2,1,2,FALSE,,ALUM and BUCK elk E and lioness is so 200m away,TRUE,,,SSM,09-Nov-15,,,,TRUE
t100055-ft,19,3,1,TRUE,possibly missing Ivan from ID hyena list.,"incomplete Ci's unclear number of hyenas and lions. 4 unID hyenas, unID male, goiter, ear hole, and 16th hyen?Start with 2 lionesses and 1 adult male lion. Then 2 lionesses app arr and 1 male arr unclear if they are same lions. Carc ad wildabeest killby:u",TRUE,KDSL,24-Jan-16,SSM,09-Nov-15,lions,lions,feed,FALSE
t100147-ft,,,,FALSE,,all unIDs,TRUE,,,TMM,24-Feb-19,,,,FALSE
t100199-ft,13,1,2,TRUE,,"incomplete Cis buffalo carc. Skull,leg bones,ribs, not much flesh lions were fding on it yesterday. Most info is in a note. Killedby:unknown",FALSE,,,SSM,09-Nov-15,hyenas,lions,feed,FALSE
t100249-ft,17,1,2,FALSE,missing TAI from ID list.,SBA box trial. Incompelte box trials. Not much happens with lion,FALSE,,,SSM,09-Nov-15,,,,FALSE
t100305-ft,13,1,2,TRUE,,west hyenas here too. Zebra (most hyenas look liken theyre getting scraps). Clan war with talek. Hyenas bloody.,TRUE,,,SSM,09-Nov-15,hyenas,hyenas,feed,TRUE
t100359.15-ft,19,3,2,FALSE,,incomplete Cis. Lions so 60m from den. And at least 14 hyenas.,FALSE,,,SSM,09-Nov-15,,,,FALSE
t100364-ft,,,,FALSE,,,FALSE,,,,,,,,FALSE
t100369-ft,10,2,1,TRUE,,obs says at least 10 hyenas present only ID 6 though. Incomplete CIS. Zebra kill. Fat and bloody hyenas(made kill),FALSE,KDSL,24-Jan-16,SSM,09-Nov-15,hyenas,lions,feed,FALSE
t100638-ft,14,12,1.5,FALSE,,unclear number of lions. Large pride seen around West. Obs notese 10 lions but says there are at least 12 total. Lots of notes.,FALSE,,,SSM,11-Nov-15,,,,FALSE
t100682-ft,1,1,2,FALSE,,no intx. Obs think same lioness that at was this location earlier.,TRUE,,,SSM,11-Nov-15,,,,TRUE
t100729-ft,5,1,1,FALSE,,no intx. Hyenas st/lk 100m from lioness. Hyenas are within 5m of eachother.,TRUE,,,SSM,11-Nov-15,,,,TRUE
t100736-ft,7,1,1.5,FALSE,,no intx. Really close to west terr. Few hyenas 100m away not Ided. Hyenas acting nervous male lion 70m away in bush. Obs never says anything bout carc or how much is there. Hyenas fd scraps. Tall grass.,TRUE,,,SSM,11-Nov-15,hyenas,hyenas,scraps,TRUE
t100779-ft,3,8,2,TRUE,,"1 male, 2 lionesses, 5 subadult. Lions fd on carc quarter of topi left. (obs saya probably topi). Only male fd. Hyenas st/lk 200m from lions.killedby: unknown",TRUE,,,SSM,11-Nov-15,lions,lions,no,FALSE
t100915-ft,11,1,2,FALSE,,"no intx. Not really any food present. RIG chewing on buffalo scapula, 200m W of carc.",FALSE,,,SSM,11-Nov-15,hyenas,hyenas,scraps,TRUE
t1013.3,10,15,2,TRUE,EN abbreviated as eighth notes music symbol.,at least 6 hyenas lying scattered on E face of eland hill all orienting to lioness (4) and 11 cubs. Hyenas have a pelvis and an ungulate leg.,TRUE,,,SSM,01-Jul-14,hyenas,hyenas,feed,FALSE
t101325-ft,28,2,2,TRUE,young adult male lion should actually be adult males,unclear number of unIDs. Incomplete cis. Could be more hyenas present. Carc was cow. Ribs(some meat) and skull (clean)visible out of grass. Hyeans bloody . Not a whole lot of meat left. Obs didn’t see all times hyena app lion.,FALSE,KDSL,24-Jan-16,SSM,11-Nov-15,lions,,,FALSE
t101494-ft,2,3,2,FALSE,,no intx. Hyenas lope and 3 lionesses wlk N.,TRUE,,,SSM,12-Nov-15,,,,TRUE
t101747-ft,,,,FALSE,,,FALSE,,,,,,,,FALSE
t10175,23,1,1,FALSE,,"when arr, ""23 hyenas interacting w/adult male lion,"" chasing him away from a den. Ends with most hyenas following lion oos bushes.",TRUE,,,JMP,28-Feb-14,,,,FALSE
t101777-ft,,,,FALSE,,,FALSE,,,,,,,,FALSE
t101784-ft,5,7,2,TRUE,,talek. No intx. Carc is wildabeest multiple days old.  ID is collared not FT or talek. Killedby: unknown,TRUE,,,SSM,12-Nov-15,hyenas,hyenas,feed,TRUE
t1018,8,,2,FALSE,,"FAS on KY 1753-1823, FAS on TT 1824-1853. FAS on JY 1753-1823,FAS on RG 1824-1853. Lion/s roaring in distance @1850. never seen. No intx.",TRUE,,,SSM,01-Jul-14,,,,TRUE
t101821-ft,4,2,2,FALSE,,"hyenas so closest is c3po at 80m away, 2 lionesses are so. No intx.",TRUE,,,SSM,12-Nov-15,,,,TRUE
t1021.7,6,4,1,FALSE,,"hill above SRL. No distance or interactions notes only names. 4 lions, 1 lioness has blond eyebrows.  Nothing else written. No intx.",TRUE,,,SSM,01-Jul-14,,,,TRUE
t102402-ft,,,,FALSE,,,FALSE,,,,,,,,FALSE
t102445-ft,1,4,2,TRUE,,no intx. 2 adult females and 2 subad fd on fresh warthog. Tour vehicles here. Killed by lions,TRUE,,,SSM,12-Nov-15,lions,lions,no,TRUE
t102459-ft,7,3,2,TRUE,,"notes never say hyenas fd but lion chases C3po in context of food? Lions fd on buffalo carc, obs says 2 days old. Ribs, spinal column, head, and two front legs left. Killedby;unknown",FALSE,,,SSM,12-Nov-15,lions,lions,no,FALSE
t102464-ft,12,3,2,TRUE,,"2 subad males fd carc.1 subad male rest.1is  Old buffalo carc. Some skin,ribs,head. 1 is very fresh wildabeest carc not opened. In thickets. Obs says no intx. Hyenas are interested in carc though. Killedby:lions",TRUE,,,SSM,16-Nov-15,lions,lions,no,TRUE
t102634-ft,30,2,1,TRUE,"13 hyenas are missing. WORF,DONT,ELDO,SNAG,SOSA,POT,TGN,INRI,BDAD,WANU,NIKK,MORO,TUD. N ID hyenas=28",incomplete CI and ID.number and spread. Gazelle fawn. Some hyenas are bloody. Obs note 1812 hyenas are brt app lions.,TRUE,KDSL,24-Jan-16,SSM,16-Nov-15,lions,lions,no,FALSE
t102667-ft,14,2,1,FALSE,AL470 should be in ID list. So N Id hyena=13. obs doesn’t know age of lions,scrap is old bone. Don’t know age lions. Lions wlk east. All hyenas so ignnoring at 130-200m away. By 7:22 lions have wlked well away hyenas so. No intx.,FALSE,,,SSM,16-Nov-15,,,,TRUE
t102767-ft,,,,FALSE,,,FALSE,,,,,,,,FALSE
t102774-ft,29,2,2,TRUE,end time is 0745.,"incomplete Cis, hyenas very close to lions whole time. Assuming unID later in session is not from new hyenas. (someone wrote in notes). Fresh widabest. Ribcage,head,skin,very little meat. Many hyenas bloody fat.",FALSE,,,SSM,23-Nov-15,lions,hyenas,scraps,FALSE
t102781-ft,1,2,2,FALSE,,1 male and 1 female lion resting. Pot st/lk 200m away. No intx.,TRUE,,,SSM,23-Nov-15,,,,TRUE
t1038.3,22,1,2,TRUE,"SHER is SH in notes, missing BM, DAVE,65",hyenas steal gazelle kill from wild dogs. Adult female gazelle.,TRUE,,,SSM,01-Jul-14,hyenas,hyenas,feed,FALSE
t1040.3,25,,2,TRUE,missing DAVE from hyena list. SHER is SH and GYP is GY in notes. No vis on lions,FAS on KY and SH 0628-0709. FAS on SF 0712-0629. FAS on GIN and JY 0629-0712. FAS on GYP 0705-0728. hyenas eating bones. Hyenas fat. @0634 lion noises none seen.,TRUE,,,SSM,01-Jul-14,hyenas,hyenas,feed,TRUE
t10483,,,,FALSE,no lions in session,,TRUE,,,TMM,24-Feb-19,,,,FALSE
t10682,21,1,1,TRUE,"lion not necessarily sleeping as says in predator box; only says she is so, and prob isn't sleeping w/so many hyenas around!","In.CI's;dark.Obs estimte 25 hys when arr.Frsh gnu kill.Flwd some hys here frm anthr nrby fresh adult gnu kill.Tape of prior sess.& maybe some of this 1,but not part w/lion,& no ID# for tape given.15 hys arnd kill,more periph,& ln still here at end(obs lv)",TRUE,TMM,10-Mar-14,JMP,03-Mar-14,hyenas,hyenas,feed,FALSE
t10705,21,1,1,TRUE,"maybe UNIDHYENAS should read ""unIDmale"", since the observer notes it is a male","In. CI's (bushy, poor visibility). No hyenas bloody. All hyenas and lion probably here from start, even though first seen throughout much of session. Male lion fd adult gnu. Lion abandons kill, hyenas move in to feed",TRUE,,,JMP,04-Mar-14,lions,hyenas,feed,FALSE
t10723.13,3,1,2,TRUE,,"No intx. 3 FT hyenas fd, 1 of them very bloody. Adult male lion walking 200m - hyenas carrying a baby gnu carc. No mention of what hyenas were feeding on.",TRUE,,,JMP,04-Mar-14,both,both,feed,TRUE
t10748,15,2,1,FALSE,"BSH present; she should be included in ID's present, and N ID Hyenas should be 14. There is also one unIDcollaredhyena at 1806 that should be noted in UNIDHYENAS","No intx. In. CI's (driving around to ID). 2 sub male lions 35m apart when arr, 30m - closest hyena and 200m - farthest hyena. At least 14 hyenas in area of lions when arr. Seems lions are so, but doesn't say",TRUE,,,JMP,04-Apr-14,,,,TRUE
t10764.11,1,1,3,FALSE,,"No intx. FA wlk - S 200m NW - CT X, while a female lion is seen 150m downstream - CT X",TRUE,,,JMP,04-Mar-14,,,,TRUE
t10764.2,2,1,3,TRUE,"The term ""lioness"" is used; I think this f lion's age should be changed from unk to adult. Also,this lioness is feeding on a zebra that the observers think she killed (see note in first event); a zebra would seem difficult for a subadult lion to take down","In. CI's b/c this sess taken from 2 obs in sep vehicles @ distinct time points. One obs arr on scene at 0828,only for that min,& the other at 0840,only for that min.So sess not continuous from 0828-0840.Ln fd ad zebra kill 5m-hy 0828 when arr, 40m-hy 0840",TRUE,,,JMP,04-Mar-14,lions,lions,no,FALSE
t10764.5,1,3,3,FALSE,,"Intx's are w/carc of SHA, since SHA found dead 15m-3 ad m lions :(.These lions are those referred to by these obs as ""Star Trek Crew"". Rumen contents ""spread out 100m N - lions but no other signs of a carcass [excluding that of SHA] here"".6 combis 0656-??",TRUE,,,JMP,14-Mar-14,,,,FALSE
t10765,1,3,3,FALSE,,"No intx. DJ just st/lk-snf - SE twd K2 Den and the 3 ""Star Trek Crew"" lions (assumed to have killed SHA that AM). These lions seem to be hanging arnd K2 Den a lot, and lking at surrounding notes, seems hyenas recently left K2 D. DJ so in road 1842, obs lv",TRUE,,,JMP,04-Mar-14,,,,TRUE
t10785,15,4,3,TRUE,NAV circled twice in notes (1828 and 1830). BOS also circled twice (1820 and 1830).,"Lionesses here when arr, so under gardenia tree w/adult gnu kill. In. CI's, and ""we missed moment of arrival for many of the hyenas...esp. those listed for 1811-1815"" (HG,JJ,CR,BB,BERN). Also ""we missed some departures"". Audio tape, but no ID# given.",TRUE,,,JMP,04-Mar-14,lions,hyenas,feed,FALSE
t10790.14,8,4,2,TRUE,"Should be lions in this session, two adult females and 2 adult males. These are the lions currently incorrectly listed in sess. 10790.4, except that the female lions there have an incorrect age of ""unknown"" (should be ""adult"")","No intx. ""8 FT hyenas in tall grass"" - doesn't say what they are doing. ""2 lionesses (1 eats zebra kill), 2 male lions so"" No distances given",TRUE,,,JMP,11-Mar-14,lions,lions,no,TRUE
t10807,8,2,3,TRUE,"The observer refers to these lions as ""a pair of male lions,"" and I would be comfortable saying they are adults","lions 100m - ZULU (2 other hyenas present when arr but distance taken from ZULU, so maybe closer to one of them) when arr. Lions chew/lick adult gnu carcass ""(fresh, evicerated, possibly stolen from hyenas)"". ZULU bloody. JJ arr bloody. STG arr bloody",TRUE,,,JMP,04-Mar-14,lions,lions,scraps,FALSE
t10847,29,1,3,TRUE,"I would call this male lion an adult because the observers could tell his sex even when he is all but oos in the lugga when arr. RV's abbreviation is wrong in the notes at 0629. Says ""RAV"", which is the abbreviation for a hyena born in 2007 (Ravioli)","Huge scn.hys so bth sides Slp Crk.Obs.In. CI's (bshs, detour to D, etc.)except 612-730.No CI's 736-742(poop).Ln fd frsh gnu carc in lug 20-80m-hys when arr.MP,KON,RV bldy.Obs thnk hys md kill & ln stole b/c svral hys v bldy.OT ft bldy.CR,JAB,SY,FN,DD bldy",TRUE,,,JMP,04-Mar-14,lions,hyenas,feed,FALSE
t1088.2,3,1,2,FALSE,,FAS on BO at 0725-0756. hyena is bloody.,TRUE,,,SSM,02-Jul-14,,,,FALSE
t10897,4,3,3,TRUE,"The female lion here could be a subadult, since she is referred to as a ""small female lion"". I would put age as unknown","arr""2 adult male lions & small female lion have fresh subadult gnu head & some meat & intestines.Not much else of carc left, no ribs or legs visible--looks like hyenas have already eaten most of carc.""obs assm hys 8 b4.Hys 80-150m - lns.End 80-200m - lns.",TRUE,,,JMP,04-Mar-14,lions,lions,scraps,FALSE
t10913.1,1,2,2,FALSE,,No intx. Not sure how close alien hyena gets to the two so lionesses. Just says he arr (on the scene) from the SE. No final scan,TRUE,,,JMP,04-Mar-14,,,,TRUE
t10917,2,1,3,TRUE,"Because the food is so old and no one picks it up in their mouth/chew/lick, I am not sure if the context should be changed to ""c,"" but if so ""c"" trumps ""m"" and the context should be changed to ""c""","No intx. Lioness merely so 100m - WHO at the start, nothing else said about her after that (WHO SY lv wlk area where she is). Food ""piece of dry gnu(?) skin,"" and only present toward the end, when fisi far from lioness. Don't eat, just roll in it.",TRUE,,,JMP,04-Mar-14,none,none,no,TRUE
t10941.3,1,4,3,TRUE,,"No intx. ""Star Trek Crew"" male lions guard eland kill, ""1 adult female lion here"" too. SUN wlk - S 100m - these lions.",TRUE,,,JMP,04-Mar-14,lions,lions,no,TRUE
t10945.3,,,,FALSE,"BERN should be given her own session since she is only picked up and never seen. Since there are only lions otherwise in this session, it should not be included in the database",,TRUE,,,JMP,04-Mar-14,lions,lions,no,FALSE
t11022,15,,1,TRUE,"Context should be ""k."" Maybe more than the 1 lion first seen at 0728 present in bshs when arr, b/c kill referred to as ""lion kill,"" but nothing specified about him/her/them if so. 3 unID's, and JAB should be given own session b/c only heard(so are 12 IDs)","Can't get clse enough to see what kill is b/c elephants, & b/c kill hidden in bushes. Obs does not say why thinks is a lion kill, but refers to as ""lion kill,"" so must be lion(s) fd on it in bshs when arr??Obs infers w/av. evidnc hys fed.Unk who ends w/fd",TRUE,,,JMP,07-Mar-14,lions,,feed,FALSE
